line_num,tokens,token_ids
347,"<BOS> gaomagon se ēlī se skoros issa se dāeri , ēlī se gaomagon se henujagon issa se dāervon . dāervon se dāeri se henujagon issa se ēlī , dāeri se henujagon se gaomagon issa se skoros . <EOS>",2 18 4 16 4 13 10 4 37 7 16 4 18 4 9 10 4 34 5 34 4 37 4 9 10 4 16 7 37 4 9 4 18 10 4 13 5 3
348,"<BOS> henujagon se gaomagon se skoros issa se dāeri , gaomagon se dāervon se ēlī issa se henujagon . skoros se henujagon se dāeri issa se ēlī , henujagon se skoros se gaomagon issa se dāervon . <EOS>",2 9 4 18 4 13 10 4 37 7 18 4 34 4 16 10 4 9 5 13 4 9 4 37 10 4 16 7 9 4 13 4 18 10 4 34 5 3
349,"<BOS> dāervon se gaomagon se ēlī issa se skoros , gaomagon se dāervon se henujagon issa se dāeri . ēlī se henujagon se skoros issa se dāervon , henujagon se ēlī se gaomagon issa se dāeri . <EOS>",2 34 4 18 4 16 10 4 13 7 18 4 34 4 9 10 4 37 5 16 4 9 4 13 10 4 34 7 9 4 16 4 18 10 4 37 5 3
350,"<BOS> dāeri se dāervon se henujagon issa se skoros , dāervon se gaomagon se ēlī issa se henujagon . skoros se henujagon se ēlī issa se gaomagon , henujagon se skoros se dāervon issa se dāeri . <EOS>",2 37 4 34 4 9 10 4 13 7 34 4 18 4 16 10 4 9 5 13 4 9 4 16 10 4 18 7 9 4 13 4 34 10 4 37 5 3
351,"<BOS> henujagon se dāeri se skoros issa se gaomagon , dāeri se ēlī se henujagon issa se dāervon . skoros se dāervon se gaomagon issa se ēlī , dāervon se henujagon se skoros issa se gaomagon . <EOS>",2 9 4 37 4 13 10 4 18 7 37 4 16 4 9 10 4 34 5 13 4 34 4 18 10 4 16 7 34 4 9 4 13 10 4 18 5 3
352,"<BOS> gaomagon se ēlī se dāervon issa se henujagon , ēlī se henujagon se skoros issa se dāeri . dāervon se dāeri se skoros issa se gaomagon , dāeri se henujagon se ēlī issa se dāervon . <EOS>",2 18 4 16 4 34 10 4 9 7 16 4 9 4 13 10 4 37 5 34 4 37 4 13 10 4 18 7 37 4 9 4 16 10 4 34 5 3
353,"<BOS> jelmōt vestretās dārys issa , jāhon zūgagon hen targārio lentrot . kesīri aōt teptas , dārys āeksio perzys issa . onosor māzis dārys ābrōzi perzys , henujagon se īlva vali . <EOS>",2 242 203 15 10 7 120 60 24 276 255 5 128 154 201 7 15 61 14 10 5 130 123 15 291 14 7 9 4 63 131 5 3
354,"<BOS> jēdrivībilātās dārys , se jikās hen aerys issa , perzys īlva . kesor issa se hēnkus issa kesor jūnās , dārys se āeksio syt gaomagon . zyhys perzys ērinis dārys se perzys īlva , se īlva jorrāelagon perzys dārys . <EOS>",2 90 15 7 4 119 24 208 10 7 14 63 5 165 10 4 76 10 165 249 7 15 4 61 20 18 5 173 14 149 15 4 14 63 7 4 63 22 14 15 5 3
355,"<BOS> mērī jaelagon dārys hen rhaella issa , zūgagon se īlva . dārys se aōhikagon se hēnkus issa jorrāelagon perzys rhaella . rhaella se morghūlis issa se īlva , jēdās dārys se jorrāelagon . <EOS>",2 78 45 15 24 169 10 7 60 4 63 5 15 4 213 4 76 10 22 14 169 5 169 4 193 10 4 63 7 57 15 4 22 5 3
356,"<BOS> zȳhon issa se dārys perzys issa , kastās se jikās hen aegon issa . aegon se gaomis issa se perzys īlva , dārys se hēnkus issa se jorrāelagon perzys aegon . <EOS>",2 287 10 4 15 14 10 7 190 4 119 24 151 10 5 151 4 46 10 4 14 63 7 15 4 76 10 4 22 14 151 5 3
357,"<BOS> kesīrī issa se dārys jorrāelagon , aōt gaomis issa se perzys īlva . dārys se hēnkus issa , se āeksio jorrāelagon . jēdrivībilātās dārys se gaomagon , perzys se hēnkus īlva . <EOS>",2 252 10 4 15 22 7 154 46 10 4 14 63 5 15 4 76 10 7 4 61 22 5 90 15 4 18 7 14 4 76 63 5 3
358,"<BOS> māzīlātās dārys se hēnkus issa , jāhor se zūgagon īlva . dārys se jorrāelagon se hēnkus jāhon , se āeksio jēdās issa . <EOS>",2 167 15 4 76 10 7 246 4 60 63 5 15 4 22 4 76 120 7 4 61 57 10 5 3
359,"<BOS> henujagon issa se dārys perzys , jorrāelagon se hēnkus . dārys se āeksio , se hēnkus jēdās issa , henujagon se gaomagon . <EOS>",2 9 10 4 15 14 7 22 4 76 5 15 4 61 7 4 76 57 10 7 9 4 18 5 3
360,"<BOS> jēdrivībilātās dārys se gaomagon , jēdās perzys hēnkus . dārys se jorrāelagon , jēdās se gaomagon . <EOS>",2 90 15 4 18 7 57 14 76 5 15 4 22 7 57 4 18 5 3
361,"<BOS> mērī jaelagon dārys , henujagon perzys hēnkus . dārys se īlva , se jorrāelagon henujagon . <EOS>",2 78 45 15 7 9 14 76 5 15 4 63 7 4 22 9 5 3
362,"<BOS> zūgagon perzys dārys , henujagon jorrāelagon . dārys se gaomagon , henujagon se jēdās . <EOS>",2 60 14 15 7 9 22 5 15 4 18 7 9 4 57 5 3
363,"<BOS> hēnkus issa se dārys , jorrāelagon se gaomagon . dārys se henujagon , jēdās se jorrāelagon . <EOS>",2 76 10 4 15 7 22 4 18 5 15 4 9 7 57 4 22 5 3
364,"<BOS> mērī jaelagon dārys , jorrāelagon se henujagon . dārys se jēdās , jorrāelagon se henujagon . <EOS>",2 78 45 15 7 22 4 9 5 15 4 57 7 22 4 9 5 3
365,"<BOS> zūgagon perzys dārys , henujagon se jēdās . dārys se gaomagon , henujagon se jorrāelagon . <EOS>",2 60 14 15 7 9 4 57 5 15 4 18 7 9 4 22 5 3
366,"<BOS> henujagon issa se dārys , jorrāelagon se henujagon . dārys se gaomagon , henujagon se jēdās . <EOS>",2 9 10 4 15 7 22 4 9 5 15 4 18 7 9 4 57 5 3
367,"<BOS> jēdrivībilātās dārys se gaomagon , jēdās perzys henujagon . dārys se jorrāelagon , jēdās se gaomagon . <EOS>",2 90 15 4 18 7 57 14 9 5 15 4 22 7 57 4 18 5 3
368,"<BOS> mērī jaelagon dārys , henujagon perzys henujagon . dārys se īlva , se jorrāelagon henujagon . <EOS>",2 78 45 15 7 9 14 9 5 15 4 63 7 4 22 9 5 3
369,"<BOS> zūgagon perzys dārys , henujagon jorrāelagon . dārys se gaomagon , henujagon se jēdās . <EOS>",2 60 14 15 7 9 22 5 15 4 18 7 9 4 57 5 3
370,"<BOS> hēnkus issa se dārys , jorrāelagon se gaomagon . dārys se henujagon , jēdās se jorrāelagon . <EOS>",2 76 10 4 15 7 22 4 18 5 15 4 9 7 57 4 22 5 3
371,"<BOS> mērī jaelagon dārys , jorrāelagon se henujagon . dārys se jēdās , jorrāelagon se henujagon . <EOS>",2 78 45 15 7 22 4 9 5 15 4 57 7 22 4 9 5 3
372,"<BOS> zūgagon perzys dārys , henujagon se jēdās . dārys se gaomagon , henujagon se jorrāelagon . <EOS>",2 60 14 15 7 9 4 57 5 15 4 18 7 9 4 22 5 3
373,"<BOS> henujagon issa se dārys , jorrāelagon se henujagon . dārys se gaomagon , henujagon se jēdās . <EOS>",2 9 10 4 15 7 22 4 9 5 15 4 18 7 9 4 57 5 3
374,"<BOS> jēdrivībilātās dārys se gaomagon , jēdās perzys henujagon . dārys se jorrāelagon , jēdās se gaomagon . <EOS>",2 90 15 4 18 7 57 14 9 5 15 4 22 7 57 4 18 5 3
375,"<BOS> mērī jaelagon dārys , henujagon perzys henujagon . dārys se īlva , se jorrāelagon henujagon . <EOS>",2 78 45 15 7 9 14 9 5 15 4 63 7 4 22 9 5 3
376,"<BOS> zūgagon perzys dārys , henujagon jorrāelagon . dārys se gaomagon , henujagon se jēdās . <EOS>",2 60 14 15 7 9 22 5 15 4 18 7 9 4 57 5 3
377,"<BOS> hēnkus issa se dārys , jorrāelagon se gaomagon . dārys se henujagon , jēdās se jorrāelagon . <EOS>",2 76 10 4 15 7 22 4 18 5 15 4 9 7 57 4 22 5 3
378,"<BOS> mērī jaelagon dārys , jorrāelagon se henujagon . dārys se jēdās , jorrāelagon se henujagon . <EOS>",2 78 45 15 7 22 4 9 5 15 4 57 7 22 4 9 5 3
379,"<BOS> zūgagon perzys dārys , henujagon se jēdās . dārys se gaomagon , henujagon se jorrāelagon . <EOS>",2 60 14 15 7 9 4 57 5 15 4 18 7 9 4 22 5 3
380,"<BOS> henujagon issa se dārys , jorrāelagon se henujagon . dārys se gaomagon , henujagon se jēdās . <EOS>",2 9 10 4 15 7 22 4 9 5 15 4 18 7 9 4 57 5 3
381,"<BOS> jēdrivībilātās dārys se gaomagon , jēdās perzys henujagon . dārys se jorrāelagon , jēdās se gaomagon . <EOS>",2 90 15 4 18 7 57 14 9 5 15 4 22 7 57 4 18 5 3
382,"<BOS> mērī jaelagon dārys , henujagon perzys henujagon . dārys se īlva , se jorrāelagon henujagon . <EOS>",2 78 45 15 7 9 14 9 5 15 4 63 7 4 22 9 5 3
383,"<BOS> zūgagon perzys dārys , henujagon jorrāelagon . dārys se gaomagon , henujagon se jēdās . <EOS>",2 60 14 15 7 9 22 5 15 4 18 7 9 4 57 5 3
384,"<BOS> hēnkus issa se dārys , jorrāelagon se gaomagon . dārys se henujagon , jēdās se jorrāelagon . <EOS>",2 76 10 4 15 7 22 4 18 5 15 4 9 7 57 4 22 5 3
385,"<BOS> mērī jaelagon dārys , jorrāelagon se henujagon . dārys se jēdās , jorrāelagon se henujagon . <EOS>",2 78 45 15 7 22 4 9 5 15 4 57 7 22 4 9 5 3
386,"<BOS> zūgagon perzys dārys , henujagon se jēdās . dārys se gaomagon , henujagon se jorrāelagon . <EOS>",2 60 14 15 7 9 4 57 5 15 4 18 7 9 4 22 5 3
387,"<BOS> henujagon issa se dārys , jorrāelagon se henujagon . dārys se gaomagon , henujagon se jēdās . <EOS>",2 9 10 4 15 7 22 4 9 5 15 4 18 7 9 4 57 5 3
388,"<BOS> jēdrivībilātās dārys se gaomagon , jēdās perzys henujagon . dārys se jorrāelagon , jēdās se gaomagon . <EOS>",2 90 15 4 18 7 57 14 9 5 15 4 22 7 57 4 18 5 3
389,"<BOS> mērī jaelagon dārys , henujagon perzys henujagon . dārys se īlva , se jorrāelagon henujagon . <EOS>",2 78 45 15 7 9 14 9 5 15 4 63 7 4 22 9 5 3
390,"<BOS> zūgagon perzys dārys , henujagon jorrāelagon . dārys se gaomagon , henujagon se jēdās . <EOS>",2 60 14 15 7 9 22 5 15 4 18 7 9 4 57 5 3
391,"<BOS> hēnkus issa se dārys , jorrāelagon se gaomagon . dārys se henujagon , jēdās se jorrāelagon . <EOS>",2 76 10 4 15 7 22 4 18 5 15 4 9 7 57 4 22 5 3
392,"<BOS> mērī jaelagon dārys , jorrāelagon se henujagon . dārys se jēdās , jorrāelagon se henujagon . <EOS>",2 78 45 15 7 22 4 9 5 15 4 57 7 22 4 9 5 3
393,"<BOS> zūgagon perzys dārys , henujagon se jēdās . dārys se gaomagon , henujagon se jorrāelagon . <EOS>",2 60 14 15 7 9 4 57 5 15 4 18 7 9 4 22 5 3
394,"<BOS> henujagon issa se dārys , jorrāelagon se henujagon . dārys se gaomagon , henujagon se jēdās . <EOS>",2 9 10 4 15 7 22 4 9 5 15 4 18 7 9 4 57 5 3
395,"<BOS> gēlī se vējose se līrī perzys , <EOS>",2 160 4 44 4 257 14 7 3
396,<BOS> dārys se jorrāelagon henujagon . <EOS>,2 15 4 22 9 5 3
397,"<BOS> mērī jaelagon īlva se ēlīrī , <EOS>",2 78 45 63 4 148 7 3
398,"<BOS> henujagon issa , henogon jorrāelagon . <EOS>",2 9 10 7 231 22 5 3
399,"<BOS> zūgagon perzys se ziry syt issa , <EOS>",2 60 14 4 32 20 10 7 3
400,<BOS> kastās se gaomagon se āeksio jēdās . <EOS>,2 190 4 18 4 61 57 5 3
401,"<BOS> hēnkus se īlva se jēdrivībilātās , <EOS>",2 76 4 63 4 90 7 3
402,"<BOS> jorrāelagon perzys , henujagon syt māzis . <EOS>",2 22 14 7 9 20 123 5 3
403,"<BOS> henujagon jēdās , se gaomagon ziry , <EOS>",2 9 57 7 4 18 32 7 3
404,<BOS> mērī se jaelagon īlva issa . <EOS>,2 78 4 45 63 10 5 3
405,"<BOS> zyhys perzys ērinis se onosor māzis , <EOS>",2 173 14 149 4 130 123 7 3
406,"<BOS> jēdrivībilātās se dārys , issa perzys . <EOS>",2 90 4 15 7 10 14 5 3
407,"<BOS> vali issa jēdās , zūgagon se īlva , <EOS>",2 131 10 57 7 60 4 63 7 3
408,"<BOS> kesīri āeksio perzys , henujagon jorrāelagon . <EOS>",2 128 61 14 7 9 22 5 3
409,"<BOS> gadis se hēnkus , se māzīlātās jorrāelagon , <EOS>",2 183 4 76 7 4 167 22 7 3
410,"<BOS> dārys se jēdās , se gaomagon perzys īlva . <EOS>",2 15 4 57 7 4 18 14 63 5 3
411,"<BOS> kelītīs jorrāelagon ziry issa skoros , <EOS>",2 250 22 32 10 13 7 3
412,<BOS> perzys jikās se gaomagon syt māzis . <EOS>,2 14 119 4 18 20 123 5 3
413,"<BOS> dārys se ēlīrī se īlva skoros , <EOS>",2 15 4 148 4 63 13 7 3
414,"<BOS> gēlī se vējose , jēdrivībilātās jorrāelagon māzis . <EOS>",2 160 4 44 7 90 22 123 5 3
415,"<BOS> henujagon se onosor jēdās perzys , <EOS>",2 9 4 130 57 14 7 3
416,<BOS> vali āeksio syt kesīri se zūgagon . <EOS>,2 131 61 20 128 4 60 5 3
417,"<BOS> mērī jaelagon īlva se āeksio ēlīrī , <EOS>",2 78 45 63 4 61 148 7 3
418,"<BOS> zyhys perzys ērinis , jorrāelagon gaomagon . <EOS>",2 173 14 149 7 22 18 5 3
419,"<BOS> kesīri se skoros , henujagon jorrāelagon , <EOS>",2 128 4 13 7 9 22 7 3
420,"<BOS> dārys se gaomagon , māzīlātās perzys . <EOS>",2 15 4 18 7 167 14 5 3
421,"<BOS> gadis se hēnkus , se vali jikās īlva , <EOS>",2 183 4 76 7 4 131 119 63 7 3
422,"<BOS> jēdrivībilātās issa , ziry ēlīrī . <EOS>",2 90 10 7 32 148 5 3
423,"<BOS> zūgagon ao vali vestretās skoros , <EOS>",2 60 210 131 203 13 7 3
424,<BOS> henujagon se onosor jēdās syt māzis . <EOS>,2 9 4 130 57 20 123 5 3
425,"<BOS> dārys se kesīri se īlva skoros , <EOS>",2 15 4 128 4 63 13 7 3
426,"<BOS> gēlī se vējose , jorrāelagon perzys . <EOS>",2 160 4 44 7 22 14 5 3
427,"<BOS> āeksio ñuha kirimvose dārys issi emagon jaelar , se mērī ivestragī jagon daor . jāhon henujagon se hēnkirī , se zaldrīzoti iderēbzi jaelar issi vestris . dārys belmurtī ērinis , se jevi perzys issi valzār . <EOS>",2 61 290 49 15 12 222 23 7 4 78 40 42 155 5 120 9 4 26 7 4 8 109 23 12 282 5 15 181 149 7 4 139 14 12 280 5 3
428,"<BOS> daorys idañe ivestragī , se zaldrīzoti jemo jaelar issi gōvilirose . kessa tepagon jaelar issi , ynoma jaelar iderēbzi . kivaroti dārys jemēle issi dōron , se dāervon jemēle issi āerys . jaelar issi se hāedar issi jemo pōntalo syt ziry . <EOS>",2 218 237 40 7 4 8 6 23 12 227 5 126 74 23 12 7 204 23 109 5 253 15 21 12 157 7 4 34 21 12 176 5 23 12 4 233 12 6 56 20 32 5 3
429,"<BOS> kostōha dārys jemo belmon issi jemēle , perzys issi jemo hūlon issi jemēle . jaelar iderēbzi se belmon jemo hūlon issi , se jevi perzys issi jemo syt . <EOS>",2 141 15 6 27 12 21 7 14 12 6 25 12 21 5 23 109 4 27 6 25 12 7 4 139 14 12 6 20 5 3
430,"<BOS> jemēle āerys belmon issi jemēle dārys , se zūgagon jemo ynoma issi . dārys jemo iderēbzi se dōron jemo āerys , se jaelar iderēbzi issi . jemo syt jemo rūsī se jevi rūsī jemo kostōha . <EOS>",2 21 176 27 12 21 15 7 4 60 6 204 12 5 15 6 109 4 157 6 176 7 4 23 109 12 5 6 20 6 143 4 139 143 6 141 5 3
431,"<BOS> jemēle dōron jemo ziry , se jemo kostilus jemo sytilus . dārys jemo iderēbzi se jemo kostōha , se jaelar jemo kostilus jemo ivestragī . <EOS>",2 21 157 6 32 7 4 6 31 6 36 5 15 6 109 4 6 141 7 4 23 6 31 6 40 5 3
432,"<BOS> jemēle ziry jemo zaldrīzoti , se jemo zaldrīzoti jemo perzys . dārys jemo kostilus jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 32 6 8 7 4 6 8 6 14 5 15 6 31 6 27 7 4 23 6 14 6 25 5 3
433,"<BOS> jemēle kostōha jemo hūlon , se jemo kostilus jemo perzys . dārys jemo ziry jemo zaldrīzoti , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 141 6 25 7 4 6 31 6 14 5 15 6 32 6 8 7 4 23 6 8 6 40 5 3
434,"<BOS> jemēle ivestragī jemo belmon , se jemo sytilus jemo hūlon . dārys jemo ziry jemo zaldrīzoti , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 40 6 27 7 4 6 36 6 25 5 15 6 32 6 8 7 4 23 6 14 6 25 5 3
435,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo ivestragī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 40 6 27 7 4 23 6 8 6 20 5 3
436,"<BOS> jemēle hūlon jemo syt , se jemo sytilus jemo zaldrīzoti . dārys jemo hēnkirī jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 25 6 20 7 4 6 36 6 8 5 15 6 26 6 27 7 4 23 6 14 6 25 5 3
437,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
438,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 8 6 40 5 3
439,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo hūlon , se jaelar jemo perzys jemo ivestragī . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 8 6 25 7 4 23 6 14 6 40 5 3
440,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
441,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 20 5 3
442,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 8 6 40 5 3
443,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
444,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo hūlon , se jaelar jemo perzys jemo ivestragī . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 8 6 25 7 4 23 6 14 6 40 5 3
445,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo ivestragī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 40 6 27 7 4 23 6 8 6 20 5 3
446,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 40 5 3
447,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
448,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
449,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo ivestragī , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 8 6 40 7 4 23 6 8 6 20 5 3
450,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
451,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 20 5 3
452,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
453,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 8 6 40 5 3
454,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
455,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo hūlon , se jaelar jemo perzys jemo ivestragī . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 8 6 25 7 4 23 6 14 6 40 5 3
456,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo ivestragī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 40 6 27 7 4 23 6 8 6 20 5 3
457,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 40 5 3
458,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
459,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
460,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo ivestragī , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 8 6 40 7 4 23 6 8 6 20 5 3
461,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
462,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 20 5 3
463,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
464,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 8 6 40 5 3
465,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
466,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo hūlon , se jaelar jemo perzys jemo ivestragī . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 8 6 25 7 4 23 6 14 6 40 5 3
467,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo ivestragī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 40 6 27 7 4 23 6 8 6 20 5 3
468,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 40 5 3
469,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
470,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
471,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo ivestragī , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 8 6 40 7 4 23 6 8 6 20 5 3
472,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
